OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
SVYATOBOR 1 (RS60S),2023-091X,2026-08-10T21:44:51.720288,15.27443278,.0007533,97.5056,287.0461,255.2705,104.7700,0,U,57187,999,17266,.16938479E-3,.4476E-4,0
VIZARD-METEO (RS38S),2023-091Z,2026-08-10T21:43:40.329696,15.37625666,.0006022,97.5062,293.5405,221.5086,138.5702,0,U,57189,999,17309,.23109852E-3,.8454E-4,0
POLYTECH-UNIVERSE 3 (RS46S),2023-091AB,2026-08-10T20:54:40.758048,15.19571648,.00136943,97.5012,280.3090,301.9264,58.0638,0,U,57191,999,17225,.11441534E-3,.2369E-4,0
UTMN 2 (RS27S),2023-091AP,2026-08-10T21:39:00.224352,15.33265750,.00064578,97.5056,290.9181,234.2511,125.8130,0,U,57203,999,17292,.2025895E-3,.6434E-4,0
KUZGTU 1 (RS47S),2023-091AV,2026-08-10T21:21:30.829824,15.30986554,.00088928,97.5032,287.9597,258.5322,101.4921,0,U,57217,999,17274,.19193347E-3,.5672E-4,0
SONATE-2,2024-043Q,2026-08-10T21:21:46.023264,15.62879018,.00050386,97.5575,16.8361,6.5315,353.6008,0,U,59112,999,13642,.27575255E-3,.24809E-3,0
MESAT1,2024-125G,2026-08-10T14:21:42.617952,15.69867353,.00076101,97.2203,81.5566,27.1205,333.0454,0,U,60209,999,11808,.39204868E-3,.46915E-3,0
GRBBETA,2024-128C,2026-08-10T20:02:28.383072,15.06977094,.00331912,61.9903,24.4827,146.6076,213.7120,0,U,60237,999,11450,.15046229E-3,.2069E-4,0
OOV-CUBE (TUBSAT-30),2024-128F,2026-08-10T19:31:22.276992,15.02974454,.00374495,61.9944,35.0634,146.2273,214.1215,0,U,60240,999,11432,.99372161E-4,.1147E-4,0
COLIBRI-S (RS67S),2024-199M,2026-08-10T21:55:27.291648,15.49915172,.00099896,97.2912,97.3285,83.4676,276.7713,0,U,61746,999,14588,.2276789E-3,.12655E-3,0
HORS 3 (RS81S),2024-199U,2026-08-10T20:25:03.609408,15.58802102,.00081517,97.2887,99.9076,85.2157,275.0030,0,U,61753,999,14606,.29631448E-3,.22829E-3,0
HORS 4 (RS82S),2024-199V,2026-08-10T22:33:05.453280,15.65176450,.00071366,97.2824,101.6153,82.7305,277.4765,0,U,61754,999,14619,.36233995E-3,.35795E-3,0
SIT-2086,2024-199AF,2026-08-10T21:29:04.562880,15.56928087,.00082152,97.2844,100.2394,72.3120,287.9031,0,U,61764,999,14293,.33481586E-3,.24064E-3,0
HYPERVIEW 1G (RS66S),2024-199AP,2026-08-10T22:17:49.289280,16.06409278,.00061864,97.2597,106.2843,150.9749,209.1878,0,U,61772,999,14335,.98777429E-3,.729015E-2,.27311061E-3
ALTAIR (RS65S),2024-199AW,2026-08-10T21:53:14.743680,15.37957402,.00143204,97.2954,91.9165,106.9311,253.3506,0,U,61779,999,14552,.12713283E-3,.4678E-4,0
ASRTU-1 (AO-123),2024-199AY,2026-08-10T21:16:33.576672,15.36398013,.00153852,97.2924,91.0698,109.8265,250.4640,0,U,61781,999,14232,.12378962E-3,.4329E-4,0
SAMSAT-IONOSPHERE (RS75S),2024-199BB,2026-08-10T21:36:09.821088,15.62668110,.0009788,97.2850,100.2471,84.3165,275.9210,0,U,61784,999,14609,.37091066E-3,.33232E-3,0
RTU MIREA 1 (RS51S),2024-199BC,2026-08-10T21:45:20.247840,15.67703556,.00092483,97.2833,101.4250,83.1488,277.0825,0,U,61785,999,14302,.43271593E-3,.47442E-3,0
LASARSAT,2024-247Q,2026-08-10T05:54:15.845472,15.49727646,.00095301,44.9743,317.6787,319.2543,40.7635,0,U,62391,999,9169,.40976874E-3,.23008E-3,0
CROCUBE,2024-247T,2026-08-10T16:24:38.636928,15.52181161,.00096741,44.9716,311.5287,329.1279,30.9044,0,U,62394,999,9180,.38997386E-3,.23909E-3,0
TEVEL2-4,2025-052D,2026-08-10T15:51:39.595680,15.36429962,.00000331,97.3827,119.1932,0.4901,359.6343,0,U,63213,999,7847,.28843282E-3,.10171E-3,0
TEVEL2-5,2025-052E,2026-08-10T16:30:43.751232,15.36226340,.00001291,97.3826,119.1517,13.2699,346.8549,0,U,63214,999,7847,.26616889E-3,.9318E-4,0
